epoch,time
1,5.8057
2,11.7191
3,17.7205
4,23.5837
5,29.6478
6,35.5087
7,41.462
8,47.4263
9,53.3008
10,59.3756
11,65.2579
12,71.264
13,77.2038
14,83.1157
15,89.1738
16,95.0381
17,101.1162
18,106.9881
19,112.9534
20,118.9769
21,124.8466
22,130.8924
23,136.7581
24,142.7605
25,148.7268
26,154.5983
27,160.652
28,166.5086
29,172.5523
30,178.4873
31,184.4009
32,190.4088
33,196.2801
34,202.3309
35,208.2194
36,214.1396
37,220.1219
38,225.9826
39,232.0104
40,237.8974
41,243.8918
42,249.8649
43,255.8037
44,261.8663
45,267.7461
46,273.7799
47,279.705
48,285.6606
49,291.684
50,297.5724
51,303.6235
52,309.5306
53,315.5033
54,321.4622
55,327.3306
56,333.4254
57,339.3233
58,345.6967
59,351.7142
60,357.5725
61,363.6452
62,369.4957
63,375.5322
64,381.4564
65,387.3679
66,393.4155
67,399.288
68,405.3742
69,411.2649
70,417.222
71,423.2301
72,429.0847
73,435.141
74,441.0405
75,447.0281
76,452.9986
77,458.8914
78,464.9337
79,470.8144
80,476.8488
81,482.7467
82,488.6582
83,494.6879
84,500.56
85,506.6282
86,512.5138
87,518.4702
88,524.439
89,530.311
90,536.418
91,542.2779
92,548.2649
93,554.2032
94,560.1222
95,566.2079
96,572.1207
97,578.1405
98,584.0812
99,589.9879
100,596.0285
