epoch,time
1,6.054
2,11.9005
3,17.8719
4,23.8826
5,29.7126
6,35.8498
7,41.7358
8,47.6745
9,53.7264
10,59.5443
11,65.5602
12,71.5095
13,77.3255
14,83.4261
15,89.249
16,95.214
17,101.236
18,107.0523
19,113.1439
20,119.0196
21,125.0125
22,131.7288
23,137.7263
24,143.6013
25,149.7017
26,155.5244
27,161.5378
28,167.58
29,173.3829
30,179.4716
31,185.3825
32,191.2665
33,197.3363
34,203.1766
35,209.1931
36,215.1315
37,220.9568
38,227.1026
39,232.9169
40,238.8703
41,244.8944
42,250.7553
43,256.7711
44,262.698
45,268.5468
46,274.655
47,280.4873
48,286.4717
49,292.4565
50,298.2587
51,304.328
52,310.1979
53,316.106
54,322.1573
55,327.9711
56,333.9807
57,339.9044
58,345.7657
59,351.8816
60,357.7323
61,363.6631
62,369.7195
63,375.5482
64,381.5831
65,387.4886
66,393.3231
67,399.4208
68,405.2771
69,411.234
70,417.2498
71,423.0688
72,429.1682
73,435.089
74,441.0053
75,447.039
76,452.8469
77,458.8354
78,464.7721
79,470.5897
80,476.6992
81,482.5418
82,488.4686
83,494.4971
84,500.313
85,506.3632
86,512.2175
87,518.0843
88,524.1805
89,530.0601
90,536.1029
91,542.2496
92,548.3981
93,554.6117
94,560.559
95,566.6155
96,572.6983
97,578.6013
98,584.7451
99,590.7187
100,596.6572
