epoch,time
1,5.8984
2,11.7343
3,17.4749
4,23.1899
5,29.1798
6,34.9118
7,40.7768
8,46.6943
9,52.3867
10,58.2616
11,64.0056
12,69.6671
13,75.5927
14,81.23
15,86.9745
16,92.8627
17,98.5241
18,104.2855
19,110.0774
20,115.7386
21,121.5924
22,127.3297
23,133.0055
24,138.9002
25,144.5411
26,150.2673
27,156.0792
28,161.7519
29,167.6372
30,173.4068
31,179.062
32,184.9719
33,190.6433
34,196.3633
35,202.2242
36,207.8742
37,213.6511
38,219.448
39,225.1005
40,230.973
41,236.7205
42,242.4186
43,248.426
44,254.1047
45,259.8331
46,265.6786
47,271.3401
48,277.1715
49,282.9275
50,288.5817
51,294.4503
52,300.157
53,305.8448
54,311.7431
55,317.3747
56,323.1251
57,328.9472
58,334.6087
59,340.5023
60,346.2226
61,351.8896
62,357.7938
63,363.4611
64,369.206
65,375.0294
66,380.6739
67,386.4412
68,392.2019
69,397.8628
70,403.7334
71,409.4195
72,415.1203
73,421.0199
74,426.6732
75,432.4417
76,438.2387
77,443.9091
78,449.7243
79,455.4858
80,461.1857
81,467.1052
82,472.734
83,478.4521
84,484.3142
85,489.9693
86,495.7816
87,501.5294
88,507.2048
89,513.0449
90,518.7608
91,524.4359
92,530.2995
93,535.9383
94,541.7136
95,547.5391
96,553.184
97,558.9993
98,564.702
99,570.3483
100,576.2689
