epoch,time
1,6.6488
2,13.332
3,20.1467
4,26.7726
5,33.6037
6,40.2101
7,47.0174
8,53.6653
9,60.3583
10,67.1205
11,73.7383
12,80.5829
13,87.1773
14,93.9797
15,100.6305
16,107.3477
17,114.0678
18,120.6953
19,127.5682
20,134.1562
21,140.9844
22,147.6162
23,154.3075
24,161.0419
25,167.6446
26,174.4726
27,181.0657
28,187.8985
29,194.5407
30,201.2869
31,208.0005
32,214.6035
33,221.4429
34,228.0191
35,234.8422
36,241.4689
37,248.222
38,254.9707
39,261.5947
40,268.4309
41,275.012
42,281.8478
43,288.4543
44,295.1965
45,301.9036
46,308.5568
47,315.361
48,321.9586
49,328.8152
50,335.3991
51,342.1411
52,348.8463
53,355.495
54,362.2766
55,368.8825
56,375.7771
57,382.3587
58,389.1111
59,395.7949
60,402.4267
61,409.2574
62,415.8488
63,422.684
64,429.3056
65,436.0537
66,442.7825
67,449.4619
68,456.2575
69,462.8818
70,469.7228
71,476.3262
72,483.123
73,489.8585
74,496.545
75,503.3435
76,509.9275
77,516.7568
78,523.3384
79,530.1103
80,536.8065
81,543.4566
82,550.2826
83,556.902
84,563.7471
85,570.3505
86,577.1175
87,583.7859
88,590.4512
89,597.2176
90,603.7975
91,610.6203
92,617.2028
93,623.979
94,630.6765
95,637.3476
96,644.1065
97,650.6658
98,657.5153
99,664.0855
100,670.8641
