epoch,time
1,5.664
2,11.4721
3,17.2839
4,22.9511
5,28.8092
6,34.5666
7,40.2286
8,46.1596
9,51.7994
10,57.5204
11,63.3742
12,69.0421
13,74.8306
14,80.5876
15,86.2454
16,92.1159
17,97.8158
18,103.4846
19,109.3854
20,115.0216
21,120.7992
22,126.6056
23,132.2721
24,138.1294
25,143.8579
26,149.5035
27,155.4843
28,161.1479
29,166.8604
30,172.7061
31,178.3705
32,184.1925
33,190.0174
34,195.6776
35,201.5857
36,207.3095
37,212.9988
38,218.9601
39,224.6172
40,230.3936
41,236.2395
42,241.9288
43,247.8002
44,253.6007
45,259.3072
46,265.3044
47,270.9852
48,276.7459
49,282.6729
50,288.3495
51,294.187
52,299.9841
53,305.6736
54,311.5732
55,317.3071
56,323.0085
57,328.9536
58,334.6073
59,340.4102
60,346.2714
61,351.9568
62,357.8332
63,363.58
64,369.267
65,375.2295
66,380.8873
67,386.6239
68,392.5178
69,398.1959
70,404.08
71,409.8973
72,415.5562
73,421.452
74,427.1933
75,432.8898
76,438.7936
77,444.4479
78,450.2186
79,456.012
80,461.6438
81,467.5177
82,473.2404
83,478.8795
84,484.7683
85,490.3999
86,496.1537
87,501.9984
88,507.6198
89,513.39
90,519.1365
91,524.7664
92,530.6624
93,536.3382
94,542.0293
95,547.9447
96,553.6315
97,559.4225
98,565.2642
99,570.8959
100,576.7398
