epoch,time
1,5.6136
2,11.3687
3,17.1251
4,22.7522
5,28.6124
6,34.2437
7,39.9907
8,45.7015
9,51.3604
10,57.2122
11,62.8657
12,68.6265
13,74.3218
14,80.0043
15,85.8248
16,91.6999
17,97.5731
18,103.3367
19,109.0043
20,114.8197
21,120.4421
22,126.2217
23,131.9044
24,137.5633
25,143.43
26,149.1829
27,155.1519
28,160.9892
29,166.7746
30,172.7666
31,178.4625
32,184.2198
33,189.9825
34,195.6318
35,201.499
36,207.1338
37,212.8908
38,218.576
39,224.2082
40,230.0581
41,235.7155
42,241.5128
43,247.2826
44,253.0189
45,258.9144
46,264.5982
47,270.4199
48,276.2092
49,281.9766
50,287.8606
51,293.5002
52,299.3067
53,305.0198
54,310.7073
55,316.5303
56,322.1863
57,327.9857
58,333.7136
59,339.3411
60,345.1706
61,350.8186
62,356.5952
63,362.2848
64,367.9589
65,373.8197
66,379.4891
67,385.3049
68,391.02
69,396.7214
70,402.5806
71,408.2152
72,414.0317
73,419.7602
74,425.4484
75,431.2398
76,436.9009
77,442.7343
78,448.4495
79,454.2001
80,460.0611
81,465.7772
82,471.5984
83,477.32
84,483.0472
85,488.9074
86,494.5753
87,500.4309
88,506.1408
89,511.81
90,517.6119
91,523.241
92,529.052
93,534.7242
94,540.4278
95,546.2375
96,551.8859
97,557.7078
98,563.3747
99,569.0784
100,574.9248
