epoch,time
1,6.0124
2,11.8066
3,17.6171
4,23.5885
5,29.3447
6,35.2325
7,41.1519
8,46.893
9,52.8988
10,58.7367
11,64.5178
12,70.4908
13,76.2351
14,82.1554
15,88.0724
16,93.8141
17,99.7894
18,105.6502
19,111.4248
20,117.413
21,123.1571
22,129.0156
23,134.9238
24,140.6645
25,146.6322
26,152.449
27,158.2375
28,164.2605
29,170.2348
30,176.1594
31,182.0757
32,187.813
33,193.7764
34,199.5742
35,205.3379
36,211.3318
37,217.0914
38,222.9398
39,228.8541
40,234.5951
41,240.5905
42,246.4181
43,252.1925
44,258.1944
45,263.9385
46,269.8044
47,275.6833
48,281.4207
49,287.3465
50,293.1613
51,298.927
52,304.8926
53,310.6608
54,316.5217
55,322.4308
56,328.1706
57,334.1293
58,339.9515
59,345.7245
60,351.7421
61,357.4925
62,363.3588
63,369.2991
64,375.0731
65,381.0245
66,386.881
67,392.6761
68,398.6996
69,404.4392
70,410.2898
71,416.2848
72,422.049
73,428.0304
74,433.8929
75,439.6499
76,445.7268
77,451.4926
78,457.3664
79,463.3152
80,469.0777
81,475.0411
82,480.8983
83,486.6577
84,492.6981
85,498.4377
86,504.287
87,510.2541
88,516.0256
89,521.9942
90,527.8271
91,533.5752
92,539.714
93,545.7773
94,551.6098
95,557.6024
96,563.3382
97,569.2758
98,575.1897
99,580.9392
100,586.9338
