epoch,time
1,6.4854
2,13.0108
3,19.4042
4,26.0442
5,32.4233
6,39.028
7,45.4908
8,51.9549
9,58.5525
10,64.922
11,71.5953
12,77.9862
13,84.5468
14,91.1489
15,97.645
16,104.4348
17,110.997
18,117.764
19,124.39
20,131.0446
21,137.7718
22,144.3171
23,151.1064
24,157.6147
25,164.322
26,170.9077
27,177.5178
28,184.2134
29,190.7342
30,197.5098
31,204.0497
32,210.7622
33,217.4078
34,224.0253
35,230.7486
36,237.307
37,244.1841
38,250.7492
39,257.4089
40,264.0617
41,270.6185
42,277.3749
43,283.9251
44,290.6656
45,297.2402
46,303.8703
47,310.5595
48,317.103
49,323.8791
50,330.4002
51,337.13
52,343.7342
53,350.3792
54,357.0834
55,363.6304
56,370.4407
57,376.9721
58,383.7137
59,390.3126
60,396.9037
61,403.6428
62,410.1739
63,417.0294
64,423.5302
65,430.2117
66,436.8448
67,443.3925
68,450.1486
69,456.6942
70,463.4219
71,469.9955
72,476.6676
73,483.3678
74,489.9258
75,496.7041
76,503.2337
77,509.9415
78,516.5611
79,523.2202
80,529.9172
81,536.4597
82,543.2218
83,549.7602
84,556.4664
85,563.0999
86,569.7073
87,576.46
88,582.9979
89,589.8452
90,596.3941
91,603.0697
92,609.7303
93,616.3472
94,623.0644
95,629.589
96,636.3784
97,642.8954
98,649.5569
99,656.2055
100,662.7789
