epoch,time
1,6.655
2,13.3207
3,19.9093
4,26.6988
5,33.2815
6,40.0836
7,46.6898
8,53.3449
9,60.0529
10,66.5955
11,73.3966
12,79.9325
13,86.6259
14,93.2407
15,99.8447
16,106.5787
17,113.1321
18,119.9141
19,126.4791
20,133.1788
21,139.8645
22,146.4537
23,153.2182
24,159.7664
25,166.5152
26,173.1018
27,179.7461
28,186.4316
29,192.9771
30,199.7657
31,206.313
32,213.0355
33,219.6856
34,226.285
35,233.0379
36,239.5814
37,246.368
38,252.9378
39,259.5956
40,266.2725
41,272.8291
42,279.6256
43,286.1667
44,292.9369
45,299.5429
46,306.2026
47,312.9057
48,319.454
49,326.2386
50,332.7922
51,339.5112
52,346.1333
53,352.7254
54,359.4655
55,366.0077
56,372.8086
57,379.3872
58,386.0554
59,392.7203
60,399.309
61,406.0947
62,412.6293
63,419.3999
64,425.9864
65,432.652
66,439.3365
67,445.9025
68,452.6864
69,459.2326
70,465.9433
71,472.5636
72,479.1803
73,485.8967
74,492.45
75,499.2439
76,505.7976
77,512.4992
78,519.1594
79,525.7541
80,532.5065
81,539.044
82,545.7926
83,552.3728
84,559.0291
85,565.7289
86,572.2824
87,579.0711
88,585.6207
89,592.3456
90,598.9447
91,605.5768
92,612.3005
93,618.8452
94,625.6345
95,632.197
96,638.8876
97,645.5474
98,652.1562
99,658.9062
100,665.4501
