epoch,time
1,6.6178
2,13.1312
3,19.8689
4,26.3609
5,33.0246
6,39.5444
7,46.2048
8,52.7129
9,59.3322
10,65.9152
11,72.4818
12,79.0842
13,85.6702
14,92.2868
15,98.7939
16,105.4461
17,111.938
18,118.6078
19,125.0908
20,131.7045
21,138.2739
22,144.8824
23,151.4689
24,157.9773
25,164.5993
26,171.1017
27,177.7471
28,184.2317
29,190.9165
30,197.4392
31,204.1295
32,210.6773
33,217.3105
34,223.8848
35,230.455
36,237.079
37,243.6074
38,250.2926
39,256.8282
40,263.5115
41,270.0146
42,276.69
43,283.2436
44,289.8964
45,296.472
46,303.0783
47,309.687
48,316.2802
49,322.92
50,329.448
51,336.1202
52,342.6116
53,349.2813
54,355.7848
55,362.4712
56,368.9841
57,375.6621
58,382.2079
59,388.8119
60,395.4259
61,401.9972
62,408.635
63,415.1607
64,421.8369
65,428.3406
66,435.0014
67,441.5177
68,448.1904
69,454.6994
70,461.3485
71,467.909
72,474.502
73,481.1172
74,487.686
75,494.7438
76,501.3354
77,507.9758
78,514.5177
79,521.1646
80,527.7596
81,534.35
82,540.9847
83,547.5392
84,554.2048
85,560.7054
86,567.3856
87,573.8995
88,580.5708
89,587.1032
90,593.7372
91,600.3012
92,606.9119
93,613.5106
94,620.0927
95,626.7226
96,633.2536
97,639.9193
98,646.4466
99,653.1248
100,659.6357
