epoch,time
1,17.4106
2,29.134
3,40.9561
4,52.8623
5,65.7195
6,77.7453
7,89.6552
8,101.5664
9,113.5868
10,125.6018
11,137.5451
12,149.5648
13,161.744
14,173.8673
15,186.1802
16,198.3223
17,210.4547
18,222.5986
19,234.7948
20,246.9712
21,259.1628
22,271.3119
23,283.5159
24,295.983
25,308.2318
26,320.4836
27,332.7173
28,344.9482
29,357.1935
30,369.4575
31,381.7135
32,393.9391
33,406.2256
34,418.4767
35,430.6762
36,442.8955
37,455.118
38,467.3477
39,479.6281
40,491.877
41,504.1295
42,516.3784
43,528.6977
44,541.034
45,553.2765
46,565.6113
47,577.8566
48,590.0561
49,602.2789
50,614.4881
51,626.7508
52,639.0121
53,651.2723
54,663.5491
55,675.8182
56,688.1015
57,700.3242
58,712.6788
59,724.9689
60,737.2173
61,749.4372
62,761.6822
63,773.9226
64,786.2355
65,798.4978
66,810.7503
67,823.0181
68,835.2689
69,847.5523
70,859.8715
71,872.0889
72,884.3527
73,896.5772
74,908.7971
75,921.0235
76,933.2588
77,945.5228
78,957.8045
79,970.1263
80,982.4364
81,994.781
82,1007.126
83,1019.4354
84,1031.7747
85,1044.1164
86,1056.3657
87,1068.6203
88,1080.8822
89,1093.2216
90,1105.5544
91,1117.8518
92,1130.2032
93,1142.5318
94,1154.8604
95,1167.1633
96,1179.4706
97,1191.7648
98,1204.1142
99,1216.4041
100,1228.6421
