epoch,time
1,6.9346
2,13.6189
3,20.4476
4,27.253
5,33.9562
6,40.8721
7,47.5411
8,54.4423
9,61.1242
10,67.9267
11,74.7511
12,81.5453
13,88.4467
14,95.109
15,102.0178
16,108.7652
17,115.5805
18,122.4742
19,129.2251
20,136.1879
21,142.9054
22,149.8334
23,156.5759
24,163.4099
25,170.2453
26,176.9829
27,183.9353
28,190.6238
29,197.5813
30,204.3185
31,211.1358
32,217.9932
33,224.7118
34,231.6644
35,238.3453
36,245.2839
37,252.038
38,258.8347
39,265.7201
40,272.397
41,279.3243
42,286.0135
43,292.8937
44,299.6149
45,306.3851
46,313.245
47,319.9324
48,326.8456
49,333.4975
50,340.3913
51,347.1321
52,353.9478
53,360.7919
54,367.4608
55,374.4082
56,381.0808
57,388.0154
58,394.7844
59,401.5607
60,408.4104
61,415.0732
62,422.0701
63,428.7245
64,435.5817
65,442.3361
66,449.0896
67,455.9605
68,462.6317
69,469.5769
70,476.2233
71,483.0549
72,489.8234
73,496.5584
74,503.4092
75,510.0642
76,517.0062
77,523.6589
78,530.4772
79,537.252
80,543.9781
81,550.8757
82,557.5236
83,564.5084
84,571.1658
85,577.985
86,584.777
87,591.5097
88,598.4605
89,605.1015
90,612.0102
91,618.6854
92,625.4895
93,632.3073
94,639.007
95,645.9061
96,652.5294
97,659.4298
98,666.1439
99,672.9328
100,679.7455
