epoch,time
1,5.6211
2,11.454
3,17.1084
4,22.8835
5,28.7068
6,34.3467
7,40.2321
8,45.8987
9,51.6454
10,57.4123
11,63.0713
12,68.9235
13,74.5692
14,80.3154
15,86.0745
16,91.734
17,97.5811
18,103.2507
19,109.053
20,114.8182
21,120.4802
22,126.3589
23,132.012
24,137.7795
25,143.5315
26,149.1808
27,155.0164
28,160.6755
29,166.4665
30,172.2167
31,177.8851
32,183.7323
33,189.3848
34,195.1865
35,200.8938
36,206.577
37,212.4223
38,218.0823
39,224.0299
40,230.2244
41,235.8545
42,241.6852
43,247.3623
44,253.0841
45,258.905
46,264.5659
47,270.4201
48,276.0737
49,281.8109
50,287.6248
51,293.2796
52,299.1278
53,304.7875
54,310.5145
55,316.2992
56,321.9684
57,327.8451
58,333.5094
59,339.2556
60,345.0148
61,350.6799
62,356.5979
63,362.2601
64,368.0194
65,373.7893
66,379.444
67,385.2971
68,390.9374
69,396.6905
70,402.421
71,408.0814
72,413.9409
73,419.6119
74,425.4231
75,431.1767
76,436.8233
77,442.6856
78,448.3258
79,454.1281
80,459.843
81,465.5391
82,471.3696
83,477.0131
84,482.7943
85,488.4917
86,494.1724
87,500.012
88,505.6467
89,511.4414
90,517.128
91,522.8464
92,528.6775
93,534.3302
94,540.1657
95,545.8349
96,551.5303
97,557.3149
98,562.9636
99,568.8007
100,574.4704
