epoch,time
1,6.6944
2,13.503
3,20.3984
4,27.0658
5,34.0389
6,40.7353
7,47.6632
8,54.4259
9,61.2449
10,68.1563
11,74.8554
12,81.7928
13,88.4712
14,95.3585
15,102.1432
16,108.8933
17,115.753
18,122.392
19,129.3316
20,136.0184
21,142.8773
22,149.6533
23,156.4102
24,163.2958
25,169.9632
26,176.922
27,183.5887
28,190.4252
29,197.2378
30,203.9829
31,210.9099
32,217.5726
33,224.4946
34,231.1838
35,237.9737
36,244.7741
37,251.4984
38,258.399
39,265.0819
40,271.9938
41,278.6768
42,285.4374
43,292.2475
44,298.9424
45,305.8177
46,312.4701
47,319.3732
48,326.087
49,332.8588
50,339.6894
51,346.4227
52,353.3515
53,360.0216
54,366.9347
55,373.6547
56,380.4305
57,387.2969
58,393.9728
59,400.9233
60,407.5727
61,414.4364
62,421.1827
63,427.998
64,434.8593
65,441.5512
66,448.5303
67,455.2286
68,462.1565
69,468.9619
70,475.7372
71,482.6736
72,489.3812
73,496.3305
74,503.0307
75,509.8993
76,516.7073
77,523.4767
78,530.4366
79,537.1265
80,544.1267
81,550.8377
82,557.73
83,564.5489
84,571.3064
85,578.2257
86,584.9305
87,591.9148
88,598.6461
89,605.5363
90,612.3543
91,619.1009
92,626.0058
93,632.6593
94,639.6179
95,646.3146
96,653.1508
97,659.9593
98,666.7083
99,673.6066
100,680.2719
