epoch,time
1,11.5614
2,18.2021
3,24.7707
4,31.5199
5,38.9992
6,45.7635
7,52.5508
8,59.2554
9,66.1658
10,72.796
11,79.6113
12,86.2008
13,92.8419
14,99.5131
15,106.0663
16,112.8807
17,119.4574
18,126.2489
19,132.8937
20,139.5852
21,146.3377
22,152.94
23,159.7846
24,166.359
25,173.0977
26,179.7627
27,186.3975
28,193.1354
29,199.7199
30,206.507
31,213.09
32,219.8072
33,226.5505
34,233.209
35,240.0485
36,246.674
37,253.5335
38,260.2107
39,266.9553
40,273.701
41,280.3587
42,287.2457
43,293.8488
44,300.6891
45,307.3649
46,314.0714
47,320.8398
48,327.4696
49,334.2962
50,340.8912
51,347.7197
52,354.4205
53,361.0648
54,367.8924
55,374.5047
56,381.4275
57,388.0211
58,394.797
59,401.4986
60,408.1504
61,414.9844
62,421.5899
63,428.4534
64,435.0721
65,441.7753
66,448.4576
67,455.0564
68,461.9703
69,468.5752
70,475.3776
71,482.0037
72,488.7099
73,495.4417
74,502.0058
75,508.8576
76,515.4426
77,522.2321
78,528.9132
79,535.5867
80,542.3584
81,548.95
82,555.7697
83,562.3508
84,569.0769
85,575.7475
86,582.3811
87,589.175
88,595.7497
89,602.5361
90,609.1482
91,615.8436
92,622.5533
93,629.1556
94,635.99
95,642.5752
96,649.3516
97,656.0078
98,662.7049
99,669.4576
100,676.0945
