epoch,time
1,6.5895
2,13.265
3,19.9098
4,26.5497
5,33.2258
6,39.811
7,46.4936
8,53.0782
9,59.7928
10,66.3701
11,73.0676
12,79.6401
13,86.3349
14,92.9274
15,99.5748
16,106.2298
17,112.8363
18,119.5318
19,126.0976
20,132.7892
21,139.364
22,146.0669
23,152.6467
24,159.3378
25,165.9404
26,172.6699
27,179.3304
28,185.9668
29,192.6474
30,199.2309
31,205.9292
32,212.5066
33,219.1844
34,225.7742
35,232.4679
36,239.0628
37,245.7351
38,252.3315
39,258.9989
40,265.6433
41,272.2318
42,278.8967
43,285.4592
44,292.1386
45,298.7349
46,305.4179
47,311.9809
48,318.6453
49,325.2303
50,331.8998
51,338.5048
52,345.1385
53,351.7883
54,358.374
55,365.0584
56,371.6497
57,378.3177
58,384.8764
59,391.5342
60,398.0991
61,404.7732
62,411.3294
63,417.9946
64,424.5942
65,431.2183
66,437.8821
67,444.4277
68,451.1132
69,457.6746
70,464.3392
71,470.8906
72,477.579
73,484.1337
74,490.8174
75,497.3885
76,504.053
77,510.6987
78,517.3047
79,523.9775
80,530.5443
81,537.2156
82,543.7966
83,550.4694
84,557.025
85,563.7154
86,570.2956
87,576.9589
88,583.5573
89,590.1886
90,596.8252
91,603.4039
92,610.0787
93,616.6381
94,623.3031
95,629.8537
96,636.5319
97,643.086
98,649.7559
99,656.313
100,662.9897
