epoch,time
1,16.2182
2,22.4422
3,28.8398
4,35.2028
5,41.4154
6,48.1917
7,55.1787
8,62.327
9,68.6443
10,75.0447
11,81.361
12,87.7646
13,94.1855
14,100.5568
15,107.09
16,113.4408
17,119.9267
18,126.2661
19,133.3334
20,139.7283
21,146.2058
22,152.6144
23,159.1953
24,165.7174
25,172.1386
26,178.7299
27,185.1031
28,191.6427
29,198.0194
30,204.5546
31,210.9525
32,217.7747
33,224.1924
34,230.6142
35,237.152
36,243.7146
37,250.2645
38,256.6367
39,263.202
40,269.5644
41,276.072
42,282.4515
43,288.9447
44,295.4359
45,301.8549
46,308.3428
47,314.7172
48,321.2684
49,327.6195
50,334.1908
51,340.5373
52,347.0668
53,353.4919
54,359.9697
55,366.422
56,372.8397
57,379.3822
58,385.774
59,392.2978
60,398.6656
61,405.2118
62,411.5604
63,418.0153
64,424.462
65,431.0197
66,437.797
67,444.1659
68,450.7041
69,457.0522
70,463.5406
71,469.9363
72,476.3433
73,482.8183
74,489.174
75,495.7023
76,502.0558
77,508.5826
78,514.9677
79,521.4808
80,527.8943
81,534.4154
82,540.8709
83,547.26
84,553.7653
85,560.1538
86,566.7251
87,573.0628
88,579.5915
89,585.9611
90,592.477
91,598.8774
92,605.3415
93,611.8232
94,618.2347
95,624.7796
96,631.1586
97,637.681
98,644.0386
99,650.5872
100,656.9423
