epoch,time
1,6.4902
2,13.1958
3,19.6061
4,26.0768
5,32.427
6,38.9527
7,45.3421
8,51.8678
9,58.2319
10,64.7142
11,71.0931
12,77.5333
13,83.9823
14,90.3803
15,96.8511
16,103.2076
17,109.7318
18,116.0967
19,122.6263
20,129.0495
21,135.5243
22,141.9222
23,148.3762
24,154.8348
25,161.2198
26,167.7524
27,174.1013
28,180.6138
29,186.9332
30,193.4625
31,199.8401
32,206.3222
33,212.7374
34,219.1513
35,225.6386
36,232.0161
37,238.5443
38,244.8905
39,251.4037
40,257.7643
41,264.2491
42,270.6284
43,277.0636
44,283.5241
45,289.9325
46,296.4455
47,302.805
48,309.3325
49,315.6841
50,322.2012
51,328.5696
52,335.0528
53,341.4631
54,347.8959
55,354.3656
56,360.7332
57,367.226
58,373.5887
59,380.1114
60,386.4609
61,392.9805
62,399.3294
63,405.8185
64,412.2478
65,418.6957
66,425.1712
67,431.5246
68,438.0922
69,444.4564
70,450.9651
71,457.3311
72,463.8329
73,470.2282
74,476.6688
75,483.0911
76,489.4815
77,495.9894
78,502.3502
79,508.8926
80,515.2577
81,521.7732
82,528.119
83,534.6174
84,541.0223
85,547.4356
86,553.896
87,560.2932
88,566.8296
89,573.1816
90,579.7229
91,586.0747
92,592.5984
93,598.939
94,605.3961
95,611.8458
96,618.2724
97,624.7489
98,631.0953
99,637.6369
100,643.9918
